"mean";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"mcse";"5%";"95%"
"(Intercept)";32.5191958777816;30.6711614598947;31.9338022238104;32.5224883310884;33.0962136283615;34.3825658731419;0.999920687219581;0.0234394928029263;30.9951646542683;34.042858590718
"as.factor(treatment.adj)2_14/26";-1.44002819573258;-3.11867014802835;-2.01617488378992;-1.43137387166389;-0.849140017279439;0.231232411524145;0.999589443251368;0.0152630119370005;-2.84776859745692;-0.046611920565235
"as.factor(treatment.adj)3_14/26d";-3.08608075740916;-4.79168041844538;-3.67790828649459;-3.09463167960532;-2.51466135304722;-1.33550516396043;1.00076785583049;0.0157913788244285;-4.51109460193121;-1.65323477506123
"as.factor(treatment.adj)4_26/14";0.571295139276581;-1.86677124002599;-0.246847181134476;0.587178839336935;1.41198854944142;3.0712207969827;1.00050097388169;0.0233442850495345;-1.49629016942137;2.63372253223172
"as.factor(treatment.adj)5_14/22";4.25241397511569;2.152583571263;3.54813039405646;4.26664019929341;4.94275355235363;6.31531065920243;1.00142059259858;0.0194477292124702;2.5540644278541;6.02208584790491
"as.factor(treatment.adj)6_10/26";1.14075210573423;-0.741606833794459;0.49428107459491;1.14605594044991;1.77338344750724;3.04927095363446;0.999333040337383;0.0178408073009097;-0.412504622739918;2.72007949385362
"b[(Intercept) Tree:1]";-1.35681459241552;-3.69274364708605;-2.079827911142;-1.31854175450983;-0.587121708710985;0.735857259594319;1.0004842900371;0.025974023132751;-3.31571299003545;0.472811236174717
"b[as.factor(treatment.adj)2_14/26 Tree:1]";0.0349337786147984;-2.06450142707421;-0.551467476587232;-0.000568470679993327;0.642089440510524;2.24340676714408;0.999490235146606;0.0196724913374864;-1.65401311572861;1.83366144152137
"b[as.factor(treatment.adj)3_14/26d Tree:1]";0.491816762017123;-1.46279016934078;-0.175438995764969;0.400393107781874;1.11947193543976;2.76017351250559;1.00021003594505;0.019617878028815;-1.15247631245354;2.31688088726773
"b[as.factor(treatment.adj)4_26/14 Tree:1]";-2.58017296349616;-6.49330042766146;-3.77392091958724;-2.49517687776047;-1.36452167991227;0.82682746857077;0.999547922608274;0.0318270015158098;-5.76771711919518;0.323273057442924
"b[as.factor(treatment.adj)5_14/22 Tree:1]";0.484236886351562;-2.41137604096145;-0.500648837834649;0.409442471849579;1.4702091699995;3.53381923042059;1.00152507042539;0.0278453413510388;-1.92745495045048;2.95886581964984
"b[as.factor(treatment.adj)6_10/26 Tree:1]";1.46935977405273;-0.847674489493084;0.478752062409831;1.31500835601865;2.33396324162423;4.52414196894058;1.0007191749447;0.0286047130482766;-0.508836371714137;3.92043100023812
"b[(Intercept) Tree:2]";0.295941877818108;-1.84264751446567;-0.415898297380975;0.284151443775871;0.985725078736204;2.52235666458676;1.00005611026048;0.0264282655309165;-1.46413574859343;2.08485804097373
"b[as.factor(treatment.adj)2_14/26 Tree:2]";-0.624013413691889;-3.08188390732638;-1.26456172752317;-0.468375401738884;0.0704954551634905;1.29681538113325;1.00039392105347;0.021346960921391;-2.57789277173241;0.997835398900928
"b[as.factor(treatment.adj)3_14/26d Tree:2]";-0.344771993272851;-2.71872214476199;-0.976138798175107;-0.274465620499937;0.329914413795307;1.74894470956202;1.00052198025788;0.0214165378858013;-2.28884112410249;1.3652241222925
"b[as.factor(treatment.adj)4_26/14 Tree:2]";-0.262796486615377;-3.81482636727789;-1.41866145079933;-0.239768026525248;0.864304946025246;3.32493456492238;1.00011652146098;0.0290356778990675;-3.22404605277912;2.66520066846716
"b[as.factor(treatment.adj)5_14/22 Tree:2]";1.59906646429994;-1.38950384366753;0.479626964433285;1.49638058284027;2.64954840540137;5.0212312714468;0.999999451880477;0.029998972087166;-0.894332357631217;4.44836664623535
"b[as.factor(treatment.adj)6_10/26 Tree:2]";0.58019321792082;-1.65480824545103;-0.218077639527908;0.474404590740282;1.31866149583268;3.28377821428059;0.999840026213485;0.0215409917639547;-1.28472889605396;2.72961471923476
"b[(Intercept) Tree:3]";3.36692581814104;1.0893433691601;2.50778570385165;3.3262771839033;4.16056915734942;5.91668939044707;1.00035057940495;0.0265442282055508;1.42384492076846;5.46263126276494
"b[as.factor(treatment.adj)2_14/26 Tree:3]";1.30359177744058;-0.935813099543185;0.310763600880528;1.10458254689512;2.14045118335113;4.36256434285781;0.999354151110569;0.0250071834366466;-0.583575677590923;3.81040604268653
"b[as.factor(treatment.adj)3_14/26d Tree:3]";-0.607000169979368;-3.15547577586861;-1.37836667620231;-0.566433371305232;0.181369292924785;1.8111286386878;0.999378201375514;0.0218648535621318;-2.61990191670182;1.3184752684814
"b[as.factor(treatment.adj)4_26/14 Tree:3]";-1.0762913512321;-4.71070498035205;-2.23849765421896;-1.02778535066534;0.14047990503519;2.39749114145202;0.999662812577143;0.0324462465152314;-4.09033809253724;1.80692094459222
"b[as.factor(treatment.adj)5_14/22 Tree:3]";-0.568003364229714;-3.8754576376639;-1.61316238556834;-0.507894860836713;0.559141481873042;2.56766107585919;1.00066228052574;0.0278443037801441;-3.35732929559166;2.02432956855052
"b[as.factor(treatment.adj)6_10/26 Tree:3]";-1.51644428624024;-5.13355153971053;-2.44616507347619;-1.31583004839527;-0.406985125921438;1.1893110231907;0.999784992254127;0.0277336788516608;-4.49311850103562;0.7249641375993
"b[(Intercept) Tree:4]";1.08751070031752;-1.09641451331285;0.410418932199695;1.09499302718897;1.77660425725668;3.24114347392201;1.00012909894595;0.024028959409473;-0.66486990622293;2.85273562815889
"b[as.factor(treatment.adj)2_14/26 Tree:4]";0.620342357725715;-1.28383751867167;-0.0570491582696063;0.490767983268929;1.18510254094466;3.01307261428175;0.999664352355421;0.0183850781879369;-0.927237694499647;2.54989209252537
"b[as.factor(treatment.adj)3_14/26d Tree:4]";-0.36391545113559;-2.57649310980733;-0.976023458486234;-0.319782625686816;0.265827473063845;1.68788326349589;0.999843146671317;0.0166772609117324;-2.09864607762547;1.28198010491762
"b[as.factor(treatment.adj)4_26/14 Tree:4]";-1.32494645589909;-5.68906980533331;-2.59628842316258;-1.26976223751761;0.0605112430301504;2.6962037506338;1.00033380041237;0.0324450374297707;-5.02840937926133;2.01929455476409
"b[as.factor(treatment.adj)5_14/22 Tree:4]";-0.324006908046497;-3.40945472622414;-1.22848590785366;-0.29991579865798;0.628938133636815;2.46375979707756;1.00037605098526;0.0239392139639515;-2.79795029145678;1.98754592224889
"b[as.factor(treatment.adj)6_10/26 Tree:4]";0.637559314748897;-1.62595989989894;-0.156307907279751;0.547076959664742;1.36684855806909;3.28628173658609;0.99954992275807;0.0205798049051009;-1.27693215628382;2.78467983585572
"b[(Intercept) Tree:5]";-3.09886437763501;-5.73133299789677;-3.86478592040628;-3.05857355019414;-2.26770962728558;-0.784684146560751;1.00283853036772;0.027219670327741;-5.29404369263907;-1.13459256309178
"b[as.factor(treatment.adj)2_14/26 Tree:5]";-0.248968491676151;-2.86276731730482;-0.966230122639415;-0.199828034635936;0.490435435120486;2.32188871152092;0.999335372209736;0.0208622113593713;-2.37637556768481;1.75581100240885
"b[as.factor(treatment.adj)3_14/26d Tree:5]";0.98275770693469;-1.28043602365933;0.17202299856986;0.900104165776107;1.74181116043886;3.66481408724243;1.00297897214762;0.0273068309523778;-0.890883172535082;3.08838321386492
"b[as.factor(treatment.adj)4_26/14 Tree:5]";-2.58248937574049;-6.32949259695603;-3.7802550727285;-2.5409636349002;-1.30502747325296;0.973910248415892;0.999733248901519;0.0339448145744791;-5.70944145519736;0.448318944838866
"b[as.factor(treatment.adj)5_14/22 Tree:5]";-1.36137457222083;-4.92640142269894;-2.42148681756469;-1.33235874101908;-0.253890626638609;1.91358712040425;1.00008389899382;0.033009320477269;-4.20517623429323;1.37056607100123
