"mean";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"mcse";"5%";"95%"
"(Intercept)";36.500079570996;28.2104245512283;34.0614172756694;36.5773337780246;38.8467173769843;44.9497088968995;1.00150114304969;0.122838112275671;29.9223444585036;43.2303646405059
"as.factor(treatment.adj)2_14/26";-4.3440363170284;-8.22427476960251;-5.42728624415192;-4.32716365882768;-3.23121654506368;-0.582189752285942;1.00228807095101;0.0579830279885346;-7.41148932391726;-1.28161646186263
"as.factor(treatment.adj)3_14/26d";-3.14948301521996;-6.6013975817012;-4.04265983753349;-3.14560191288606;-2.2401524942304;0.0726810628458118;1.00587129383628;0.0422602720265231;-5.80921066379659;-0.552164094825875
"as.factor(treatment.adj)4_26/14";-1.54520241813934;-5.09139406325532;-2.4528230906348;-1.50440717070027;-0.5574580798605;1.48701084744607;1.00097348330488;0.0395227995267923;-4.28103319945181;0.995158387976158
"as.factor(treatment.adj)5_14/22";1.30547080028323;-3.14287526787311;0.0566772211457992;1.3183175578121;2.56972071577979;5.60711042994765;1.00052039008729;0.0495399478436366;-2.15383554583286;4.81392756645479
"as.factor(treatment.adj)6_10/26";-4.58578128063171;-10.6609880580192;-6.37940513960888;-4.55921142169969;-2.6885793590337;1.40229589497869;1.00073512231921;0.0784017025131318;-9.45496089463585;0.429019997778392
"b[(Intercept) Tree:Species:1:Acer]";-0.667341911550348;-4.05922522730324;-1.79849039087083;-0.658532573032018;0.496420882038395;2.66468964871026;1.00244457990409;0.0508992886199419;-3.52870265446337;2.11197447197985
"b[as.factor(treatment.adj)2_14/26 Tree:Species:1:Acer]";-0.163127469384609;-2.46696538871622;-0.85413970159401;-0.152242422561713;0.49437996345313;2.1442085784853;1.0054723569674;0.0385173070951827;-1.98407099286517;1.73122682328131
"b[as.factor(treatment.adj)3_14/26d Tree:Species:1:Acer]";-1.2768713137761;-4.46844325249572;-2.16870373371161;-1.12816642016857;-0.245878114981061;1.24087026644988;1.002383892992;0.0496207731261053;-3.86342291030106;0.844731975702863
"b[as.factor(treatment.adj)4_26/14 Tree:Species:1:Acer]";2.3631058642297;-1.66672551038466;0.907439690861917;2.33149220331963;3.74875795721645;6.61695560237123;1.00176161883221;0.0359791264687056;-1.01713927629879;5.88924023536308
"b[as.factor(treatment.adj)5_14/22 Tree:Species:1:Acer]";2.81042973987702;-1.48824399608224;1.28852193386655;2.74566724462258;4.34348488472413;7.35095921395791;1.00167945087205;0.0388423417489599;-0.775911504019518;6.6216929403856
"b[as.factor(treatment.adj)6_10/26 Tree:Species:1:Acer]";-1.58241503621627;-5.43096855101407;-2.85971510097061;-1.54739832687421;-0.243263337881211;2.19472574763033;1.00162027874045;0.0369549618004146;-4.91870329008052;1.60219753354849
"b[(Intercept) Tree:Species:1:Betula]";3.13080130585254;-0.0796581804190113;2.02642654502431;3.11549509349476;4.24624196371088;6.33271203451101;0.999571871946788;0.0458942709150586;0.415534745511693;5.84375343896187
"b[as.factor(treatment.adj)2_14/26 Tree:Species:1:Betula]";0.0494929703585013;-1.83758602293045;-0.538774668225616;-0.0192741627529757;0.570278045636973;2.29210788738826;1.00182260688219;0.0226074393954655;-1.46645154355281;1.78891085639403
"b[as.factor(treatment.adj)3_14/26d Tree:Species:1:Betula]";-0.3351611104091;-2.65016323881949;-1.08399075462249;-0.337125760543255;0.386713837004827;2.16298073509027;1.00069231802305;0.0197238374703874;-2.27566651688073;1.68374897289778
"b[as.factor(treatment.adj)4_26/14 Tree:Species:1:Betula]";0.0765771630531064;-3.33156944217987;-1.1451137647578;0.0872586196412054;1.27912974771685;3.63328236349244;1.00022449765683;0.0281425539534833;-2.81041060802086;3.02391234307618
"b[as.factor(treatment.adj)5_14/22 Tree:Species:1:Betula]";-0.0288100027835092;-3.87481300894881;-1.35746512271069;-0.0748733088168643;1.23356103086102;3.97154033002677;1.00039685715719;0.0321941593525968;-3.25444879834249;3.30018843408461
"b[as.factor(treatment.adj)6_10/26 Tree:Species:1:Betula]";0.977620794474265;-2.4464223465574;-0.209247201439309;0.946420807522108;2.13709870061839;4.5813615078343;1.00061780271345;0.0281125006831744;-1.9173900837896;4.01137184777533
"b[(Intercept) Tree:Species:1:Fagus]";5.51477929263107;1.98254028194116;4.29553050032043;5.48011785367559;6.74231979624246;9.12415055625788;1.00096940425738;0.0486354729510773;2.5517206266695;8.5768883272525
"b[as.factor(treatment.adj)2_14/26 Tree:Species:1:Fagus]";-1.32009266527907;-4.33034352157686;-2.07187823208767;-1.14509752361871;-0.404070741135717;0.820278410960611;1.00305394816265;0.0322536153494282;-3.66465056254886;0.481424272017022
"b[as.factor(treatment.adj)3_14/26d Tree:Species:1:Fagus]";0.188242120219697;-2.46981657376748;-0.701634211708196;0.129831378665125;1.0280268042661;3.15663761359597;1.00161723044412;0.02378586691612;-2.05730534534769;2.5261202104752
"b[as.factor(treatment.adj)4_26/14 Tree:Species:1:Fagus]";0.23643892480708;-4.28921015436445;-1.20988412589149;0.209255992148489;1.71945406567377;4.69186882208881;1.00014985502009;0.0298727096683728;-3.44566567008928;3.9188361413937
"b[as.factor(treatment.adj)5_14/22 Tree:Species:1:Fagus]";1.52814951480103;-2.75614121047936;0.0916182188821036;1.53167480375363;2.94308866655316;5.85201097066782;0.999536509119176;0.0329272098382352;-2.15633491450952;5.09723224512215
"b[as.factor(treatment.adj)6_10/26 Tree:Species:1:Fagus]";0.113959324451398;-3.77402860420362;-1.21419699009898;0.129177188785191;1.41683735510154;3.95629625042547;0.999726201851247;0.0304092673309285;-3.06724966595207;3.30739471521402
"b[(Intercept) Tree:Species:1:Quercus]";-1.9434569135983;-5.67047674301593;-3.19429485849148;-1.92156212001214;-0.701408362027286;1.52861863930074;1.0028607944907;0.0601718308555501;-4.89604515991507;0.934269390497041
"b[as.factor(treatment.adj)2_14/26 Tree:Species:1:Quercus]";0.305953783837722;-1.7122824390209;-0.324764215209843;0.19967805439102;0.897355919401322;2.71051753023985;1.00360386016504;0.0349598955989958;-1.2795834409851;2.2020195262912
"b[as.factor(treatment.adj)3_14/26d Tree:Species:1:Quercus]";0.576545819759577;-1.86732464655159;-0.266797825846433;0.452100214067934;1.35543063737531;3.38596917612611;1.00071199892325;0.0341829704288469;-1.39850072927807;2.85914636292643
"b[as.factor(treatment.adj)4_26/14 Tree:Species:1:Quercus]";-1.72662345943792;-5.87377066402898;-3.11044325122521;-1.70433804747362;-0.326296643712896;2.3570596690762;1.00087423930245;0.036781529276041;-5.25864087422734;1.75095141109377
"b[as.factor(treatment.adj)5_14/22 Tree:Species:1:Quercus]";1.48704327460535;-2.60746091000405;-0.0440324804689373;1.49350482213589;2.98386327509377;5.78197920070371;1.00102400002419;0.0379542553815082;-1.96505129073873;5.05640539734833
"b[as.factor(treatment.adj)6_10/26 Tree:Species:1:Quercus]";2.42446330689946;-1.53123679514155;1.04162601062426;2.34334183985148;3.76172808894883;6.65399386366411;1.0012422443617;0.0445747814766397;-0.900021640537853;6.01129264785282
"b[(Intercept) Tree:Species:2:Acer]";-4.12603557709876;-7.53632695146285;-5.23926927526538;-4.10477280767932;-3.01779491311494;-0.846776922369505;1.00156663380896;0.045936948951304;-6.99293684022635;-1.37519140974288
"b[as.factor(treatment.adj)2_14/26 Tree:Species:2:Acer]";0.390872431721615;-1.64634479109044;-0.256266712175525;0.300151358093432;0.996899701629572;2.83258018008636;1.00163751473425;0.0230748549003002;-1.2296064015798;2.26800706790648
"b[as.factor(treatment.adj)3_14/26d Tree:Species:2:Acer]";-0.181925080694079;-2.79403920801726;-0.947205249787582;-0.138646012571724;0.625696444515168;2.16266139344732;1.00235017242443;0.0235783451838414;-2.27968646434373;1.75861021402964
"b[as.factor(treatment.adj)4_26/14 Tree:Species:2:Acer]";-1.85497910728286;-5.57466929137833;-3.08946254971233;-1.8204713069783;-0.57995740902309;1.66000278973814;1.00042127295315;0.033153529294278;-4.92462124775024;1.08030527161439
"b[as.factor(treatment.adj)5_14/22 Tree:Species:2:Acer]";1.95433286981387;-2.01097430904185;0.606129601892766;1.94263995726082;3.28601566880581;5.94681908869072;1.00121551894911;0.0307997356829718;-1.35673791243872;5.27715774940237
"b[as.factor(treatment.adj)6_10/26 Tree:Species:2:Acer]";-0.485661616477944;-4.44055836712649;-1.80195662398041;-0.479150265202919;0.852173040429774;3.33465584115178;1.00228230643357;0.0342084255058992;-3.75542440145999;2.73351213817681
"b[(Intercept) Tree:Species:2:Betula]";-5.91758672679166;-9.32802996952143;-7.00883788162332;-5.92658835347571;-4.8072448061532;-2.75111877785835;1.00013376589138;0.0478465300721369;-8.77168850343092;-3.13211845045918
